fare_id,route_id,origin_id,destination_id,contains_id
1089,,1120,1305,
1089,,1120,1710,
1089,,1120,1711,
1089,,1120,2024,
1089,,1120,2025,
1089,,1120,2026,
1089,,1120,2027,
1089,,1120,2028,
1089,,1120,2029,
1089,,1121,1004,
1089,,1121,1005,
1089,,1121,1006,
1089,,1121,1007,
1089,,1121,1008,
1089,,1121,1009,
1089,,1121,1010,
1089,,1121,1011,
1089,,1121,1012,
1089,,1121,1202,
1089,,1121,1301,
1089,,1121,1710,
1089,,1121,2023,
1089,,1121,2024,
1089,,1121,2025,
1089,,1121,2026,
1089,,1121,2027,
1089,,1122,1006,
1089,,1122,1007,
1089,,1122,1008,
1089,,1122,1009,
1089,,1122,1010,
1089,,1122,1011,
1089,,1122,1012,
1089,,1122,1013,
1089,,1122,1014,
1089,,1122,1201,
1089,,1122,1202,
1089,,1122,1709,
1089,,1122,2021,
1089,,1122,2022,
1089,,1122,2023,
1089,,1122,2024,
1089,,1122,2025,
1089,,1123,1009,
1089,,1123,1010,
1089,,1123,1011,
1089,,1123,1012,
1089,,1123,1013,
1089,,1123,1014,
1089,,1123,1015,
1089,,1123,1201,
1089,,1123,1202,
1089,,1123,1708,
1089,,1123,1709,
1089,,1123,2020,
1089,,1123,2021,
1089,,1123,2022,
1089,,1123,2023,
1089,,1123,2024,
1089,,1124,1012,
1089,,1124,1013,
1089,,1124,1014,
1089,,1124,1015,
1089,,1124,1016,
1089,,1124,1017,
1089,,1124,1201,
1089,,1124,1202,
1089,,1124,1707,
1089,,1124,1708,
1089,,1124,1709,
1089,,1124,2018,
1089,,1124,2019,
1089,,1124,2020,
1089,,1124,2021,
1089,,1124,2022,
1089,,1124,2023,
1089,,1125,1014,
1089,,1125,1015,
1089,,1125,1016,
1089,,1125,1017,
1089,,1125,1018,
1089,,1125,1019,
1089,,1125,1020,
1089,,1125,1706,
1089,,1125,1707,
1089,,1125,1708,
1089,,1125,2001,
1089,,1125,2002,
1089,,1125,2003,
1089,,1125,2016,
1089,,1125,2017,
1089,,1125,2018,
1089,,1125,2019,
1089,,1125,2020,
1089,,1125,2021,
1089,,1126,1015,
1089,,1126,1016,
1089,,1126,1017,
1089,,1126,1018,
1089,,1126,1019,
1089,,1126,1020,
1089,,1126,1021,
1089,,1126,1706,
1089,,1126,1707,
1089,,1126,1708,
1089,,1126,2001,
1089,,1126,2002,
1089,,1126,2003,
1089,,1126,2004,
1089,,1126,2015,
1089,,1126,2016,
1089,,1126,2017,
1089,,1126,2018,
1089,,1126,2019,
1089,,1126,2020,
1089,,1201,1122,
1089,,1201,1123,
1089,,1201,1124,
1089,,1201,1604,
1089,,1201,1605,
1089,,1201,1606,
1089,,1201,1717,
1089,,1201,1718,
1089,,1201,1719,
1089,,1201,1720,
1089,,1201,1806,
1089,,1201,1807,
1089,,1201,1808,
1089,,1201,1809,
1089,,1201,1810,
1089,,1202,1121,
1089,,1202,1122,
1089,,1202,1123,
1089,,1202,1124,
1089,,1202,1603,
1089,,1202,1604,
1089,,1202,1605,
1089,,1202,1606,
1089,,1202,1717,
1089,,1202,1718,
1089,,1202,1719,
1089,,1202,1806,
1089,,1202,1807,
1089,,1202,1808,
1089,,1202,1809,
1089,,1301,1119,
1089,,1301,1120,
1089,,1301,1121,
1089,,1301,1409,
1089,,1301,1410,
1089,,1301,1509,
1089,,1301,1601,
1089,,1301,1602,
1089,,1301,1603,
1089,,1301,1715,
1089,,1301,1716,
1089,,1301,1717,
1089,,1301,1803,
1089,,1301,1804,
1089,,1301,1805,
1089,,1301,1806,
1089,,1302,1118,
1089,,1302,1119,
1089,,1302,1120,
1089,,1302,1408,
1089,,1302,1409,
1089,,1302,1410,
1089,,1302,1509,
1089,,1302,1601,
1089,,1302,1602,
1089,,1302,1603,
1089,,1302,1715,
1089,,1302,1716,
1089,,1302,1803,
1089,,1302,1804,
1089,,1302,1805,
1089,,1303,1118,
1089,,1303,1119,
1089,,1303,1120,
1089,,1303,1408,
1089,,1303,1409,
1089,,1303,1410,
1089,,1303,1509,
1089,,1303,1601,
1089,,1303,1602,
1089,,1303,1714,
1089,,1303,1715,
1089,,1303,1716,
1089,,1303,1802,
1089,,1303,1803,
1089,,1303,1804,
1089,,1303,1805,
1089,,1304,1118,
1089,,1304,1119,
1089,,1304,1120,
1089,,1304,1407,
1089,,1304,1408,
1089,,1304,1409,
1089,,1304,1410,
1089,,1304,1508,
1089,,1304,1509,
1089,,1304,1601,
1089,,1304,1602,
1089,,1304,1714,
1089,,1304,1715,
1089,,1304,1716,
1089,,1304,1802,
1089,,1304,1803,
1089,,1304,1804,
1089,,1304,1805,
1089,,1305,1118,
1089,,1305,1119,
1089,,1305,1120,
1089,,1305,1407,
1089,,1305,1408,
1089,,1305,1409,
1089,,1305,1410,
1089,,1305,1508,
1089,,1305,1509,
1089,,1305,1601,
1089,,1305,1602,
1089,,1305,1714,
1089,,1305,1715,
1089,,1305,1716,
1089,,1305,1802,
1089,,1305,1803,
1089,,1305,1804,
1089,,1401,1716,
1089,,1401,1717,
1089,,1401,1718,
1089,,1401,1805,
1089,,1401,1806,
1089,,1401,1807,
1089,,1401,1808,
1089,,1402,1716,
1089,,1402,1717,
1089,,1402,1804,
1089,,1402,1805,
1089,,1402,1806,
1089,,1402,1807,
1089,,1403,1714,
1089,,1403,1715,
1089,,1403,1716,
1089,,1403,1802,
1089,,1403,1803,
1089,,1403,1804,
1089,,1403,1805,
1089,,1403,2033,
1089,,1403,2034,
1089,,1403,2035,
1089,,1404,1713,
1089,,1404,1714,
1089,,1404,1715,
1089,,1404,1716,
1089,,1404,1801,
1089,,1404,1802,
1089,,1404,1803,
1089,,1404,1804,
1089,,1404,2032,
1089,,1404,2033,
1089,,1404,2034,
1089,,1404,2035,
1089,,1405,1713,
1089,,1405,1714,
1089,,1405,1715,
1089,,1405,1801,
1089,,1405,1802,
1089,,1405,1803,
1089,,1405,2031,
1089,,1405,2032,
1089,,1405,2033,
1089,,1405,2034,
1089,,1405,2035,
1089,,1406,1712,
1089,,1406,1713,
1089,,1406,1714,
1089,,1406,1715,
1089,,1406,1801,
1089,,1406,1802,
1089,,1406,1803,
1089,,1406,2030,
1089,,1406,2031,
1089,,1406,2032,
1089,,1406,2033,
1089,,1406,2034,
1089,,1406,2035,
1089,,1407,1304,
1089,,1407,1305,
1089,,1407,1712,
1089,,1407,1713,
1089,,1407,1714,
1089,,1407,1801,
1089,,1407,1802,
1089,,1407,2029,
1089,,1407,2030,
1089,,1407,2031,
1089,,1407,2032,
1089,,1407,2033,
1089,,1408,1001,
1089,,1408,1002,
1089,,1408,1003,
1089,,1408,1302,
1089,,1408,1303,
1089,,1408,1304,
1089,,1408,1305,
1089,,1408,1711,
1089,,1408,1712,
1089,,1408,1713,
1089,,1408,1801,
1089,,1408,2028,
1089,,1408,2029,
1089,,1408,2030,
1089,,1408,2031,
1089,,1408,2032,
1089,,1409,1001,
1089,,1409,1002,
1089,,1409,1003,
1089,,1409,1004,
1089,,1409,1005,
1089,,1409,1301,
1089,,1409,1302,
1089,,1409,1303,
1089,,1409,1304,
1089,,1409,1305,
1089,,1409,1710,
1089,,1409,1711,
1089,,1409,1712,
1089,,1409,2026,
1089,,1409,2027,
1089,,1409,2028,
1089,,1409,2029,
1089,,1409,2030,
1089,,1409,2031,
1089,,1410,1001,
1089,,1410,1002,
1089,,1410,1003,
1089,,1410,1004,
1089,,1410,1005,
1089,,1410,1006,
1089,,1410,1007,
1089,,1410,1008,
1089,,1410,1301,
1089,,1410,1302,
1089,,1410,1303,
1089,,1410,1304,
1089,,1410,1305,
1089,,1410,1710,
1089,,1410,1711,
1089,,1410,2025,
1089,,1410,2026,
1089,,1410,2027,
1089,,1410,2028,
1089,,1410,2029,
1089,,1410,2030,
1089,,1501,1716,
1089,,1501,1717,
1089,,1501,1718,
1089,,1501,1805,
1089,,1501,1806,
1089,,1501,1807,
1089,,1501,1808,
1089,,1502,1716,
1089,,1502,1717,
1089,,1502,1804,
1089,,1502,1805,
1089,,1502,1806,
1089,,1502,1807,
1089,,1503,1714,
1089,,1503,1715,
1089,,1503,1716,
1089,,1503,1802,
1089,,1503,1803,
1089,,1503,1804,
1089,,1503,1805,
1089,,1503,2033,
1089,,1503,2034,
1089,,1503,2035,
1089,,1504,1713,
1089,,1504,1714,
1089,,1504,1715,
1089,,1504,1716,
1089,,1504,1801,
1089,,1504,1802,
1089,,1504,1803,
1089,,1504,1804,
1089,,1504,2032,
1089,,1504,2033,
1089,,1504,2034,
1089,,1504,2035,
1089,,1505,1713,
1089,,1505,1714,
1089,,1505,1715,
1089,,1505,1801,
1089,,1505,1802,
1089,,1505,1803,
1089,,1505,1804,
1089,,1505,2031,
1089,,1505,2032,
1089,,1505,2033,
1089,,1505,2034,
1089,,1505,2035,
1089,,1506,1712,
1089,,1506,1713,
1089,,1506,1714,
1089,,1506,1715,
1089,,1506,1801,
1089,,1506,1802,
1089,,1506,1803,
1089,,1506,2031,
1089,,1506,2032,
1089,,1506,2033,
1089,,1506,2034,
1089,,1506,2035,
1089,,1507,1712,
1089,,1507,1713,
1089,,1507,1714,
1089,,1507,1715,
1089,,1507,1801,
1089,,1507,1802,
1089,,1507,1803,
1089,,1507,2030,
1089,,1507,2031,
1089,,1507,2032,
1089,,1507,2033,
1089,,1507,2034,
1089,,1507,2035,
1089,,1508,1304,
1089,,1508,1305,
1089,,1508,1712,
1089,,1508,1713,
1089,,1508,1714,
1089,,1508,1801,
1089,,1508,1802,
1089,,1508,2029,
1089,,1508,2030,
1089,,1508,2031,
1089,,1508,2032,
1089,,1508,2033,
1089,,1509,1001,
1089,,1509,1002,
1089,,1509,1003,
1089,,1509,1004,
1089,,1509,1005,
1089,,1509,1006,
1089,,1509,1301,
1089,,1509,1302,
1089,,1509,1303,
1089,,1509,1304,
1089,,1509,1305,
1089,,1509,1710,
1089,,1509,1711,
1089,,1509,1712,
1089,,1509,2026,
1089,,1509,2027,
1089,,1509,2028,
1089,,1509,2029,
1089,,1509,2030,
1089,,1509,2031,
1089,,1601,1001,
1089,,1601,1002,
1089,,1601,1003,
1089,,1601,1004,
1089,,1601,1005,
1089,,1601,1006,
1089,,1601,1301,
1089,,1601,1302,
1089,,1601,1303,
1089,,1601,1304,
1089,,1601,1305,
1089,,1601,1710,
1089,,1601,1711,
1089,,1601,1712,
1089,,1601,2026,
1089,,1601,2027,
1089,,1601,2028,
1089,,1601,2029,
1089,,1601,2030,
1089,,1601,2031,
1089,,1602,1001,
1089,,1602,1002,
1089,,1602,1003,
1089,,1602,1004,
1089,,1602,1005,
1089,,1602,1006,
1089,,1602,1007,
1089,,1602,1008,
1089,,1602,1009,
1089,,1602,1301,
1089,,1602,1302,
1089,,1602,1303,
1089,,1602,1304,
1089,,1602,1305,
1089,,1602,1710,
1089,,1602,1711,
1089,,1602,2024,
1089,,1602,2025,
1089,,1602,2026,
1089,,1602,2027,
1089,,1602,2028,
1089,,1602,2029,
1089,,1603,1002,
1089,,1603,1003,
1089,,1603,1004,
1089,,1603,1005,
1089,,1603,1006,
1089,,1603,1007,
1089,,1603,1008,
1089,,1603,1009,
1089,,1603,1010,
1089,,1603,1011,
1089,,1603,1012,
1089,,1603,1202,
1089,,1603,1301,
1089,,1603,1302,
1089,,1603,1710,
1089,,1603,1711,
1089,,1603,2024,
1089,,1603,2025,
1089,,1603,2026,
1089,,1603,2027,
1089,,1604,1007,
1089,,1604,1008,
1089,,1604,1009,
1089,,1604,1010,
1089,,1604,1011,
1089,,1604,1012,
1089,,1604,1013,
1089,,1604,1014,
1089,,1604,1201,
1089,,1604,1202,
1089,,1604,1709,
1089,,1604,2021,
1089,,1604,2022,
1089,,1604,2023,
1089,,1604,2024,
1089,,1604,2025,
1089,,1605,1010,
1089,,1605,1011,
1089,,1605,1012,
1089,,1605,1013,
1089,,1605,1014,
1089,,1605,1015,
1089,,1605,1016,
1089,,1605,1201,
1089,,1605,1202,
1089,,1605,1707,
1089,,1605,1708,
1089,,1605,1709,
1089,,1605,2019,
1089,,1605,2020,
1089,,1605,2021,
1089,,1605,2022,
1089,,1605,2023,
1089,,1606,1011,
1089,,1606,1012,
1089,,1606,1013,
1089,,1606,1014,
1089,,1606,1015,
1089,,1606,1016,
1089,,1606,1017,
1089,,1606,1201,
1089,,1606,1202,
1089,,1606,1707,
1089,,1606,1708,
1089,,1606,1709,
1089,,1606,2019,
1089,,1606,2020,
1089,,1606,2021,
1089,,1606,2022,
1089,,1606,2023,
1089,,1607,1014,
1089,,1607,1015,
1089,,1607,1016,
1089,,1607,1017,
1089,,1607,1018,
1089,,1607,1706,
1089,,1607,1707,
1089,,1607,1708,
1089,,1607,2001,
1089,,1607,2002,
1089,,1607,2018,
1089,,1607,2019,
1089,,1607,2020,
1089,,1607,2021,
1089,,1607,2022,
1089,,1608,1015,
1089,,1608,1016,
1089,,1608,1017,
1089,,1608,1018,
1089,,1608,1019,
1089,,1608,1020,
1089,,1608,1021,
1089,,1608,1706,
1089,,1608,1707,
1089,,1608,1708,
1089,,1608,2001,
1089,,1608,2002,
1089,,1608,2003,
1089,,1608,2004,
1089,,1608,2015,
1089,,1608,2016,
1089,,1608,2017,
1089,,1608,2018,
1089,,1608,2019,
1089,,1608,2020,
1089,,1701,1726,
1089,,1701,1903,
1089,,1701,1904,
1089,,1701,1905,
1089,,1701,1906,
1089,,1701,1907,
1089,,1702,1726,
1089,,1702,1904,
1089,,1702,1905,
1089,,1702,1906,
1089,,1702,1907,
1089,,1702,1908,
1089,,1703,1905,
1089,,1703,1906,
1089,,1703,1907,
1089,,1703,1908,
1089,,1703,1909,
1089,,1704,1908,
1089,,1704,1909,
1089,,1706,1125,
1089,,1706,1126,
1089,,1706,1607,
1089,,1706,1608,
1089,,1707,1124,
1089,,1707,1125,
1089,,1707,1126,
1089,,1707,1605,
1089,,1707,1606,
1089,,1707,1607,
1089,,1707,1608,
1089,,1708,1123,
1089,,1708,1124,
1089,,1708,1125,
1089,,1708,1126,
1089,,1708,1605,
1089,,1708,1606,
1089,,1708,1607,
1089,,1708,1608,
1089,,1709,1122,
1089,,1709,1123,
1089,,1709,1124,
1089,,1709,1604,
1089,,1709,1605,
1089,,1709,1606,
1089,,1710,1119,
1089,,1710,1120,
1089,,1710,1121,
1089,,1710,1409,
1089,,1710,1410,
1089,,1710,1509,
1089,,1710,1601,
1089,,1710,1602,
1089,,1710,1603,
1089,,1710,2035,
1089,,1711,1118,
1089,,1711,1119,
1089,,1711,1120,
1089,,1711,1408,
1089,,1711,1409,
1089,,1711,1410,
1089,,1711,1509,
1089,,1711,1601,
1089,,1711,1602,
1089,,1711,1603,
1089,,1711,2033,
1089,,1711,2034,
1089,,1711,2035,
1089,,1712,1116,
1089,,1712,1117,
1089,,1712,1118,
1089,,1712,1119,
1089,,1712,1406,
1089,,1712,1407,
1089,,1712,1408,
1089,,1712,1409,
1089,,1712,1506,
1089,,1712,1507,
1089,,1712,1508,
1089,,1712,1509,
1089,,1712,1601,
1089,,1712,2031,
1089,,1712,2032,
1089,,1712,2033,
1089,,1712,2034,
1089,,1712,2035,
1089,,1713,1114,
1089,,1713,1115,
1089,,1713,1116,
1089,,1713,1117,
1089,,1713,1118,
1089,,1713,1404,
1089,,1713,1405,
1089,,1713,1406,
1089,,1713,1407,
1089,,1713,1408,
1089,,1713,1504,
1089,,1713,1505,
1089,,1713,1506,
1089,,1713,1507,
1089,,1713,1508,
1089,,1713,2029,
1089,,1713,2030,
1089,,1713,2031,
1089,,1713,2032,
1089,,1713,2033,
1089,,1713,2034,
1089,,1714,1001,
1089,,1714,1113,
1089,,1714,1114,
1089,,1714,1115,
1089,,1714,1116,
1089,,1714,1117,
1089,,1714,1303,
1089,,1714,1304,
1089,,1714,1305,
1089,,1714,1403,
1089,,1714,1404,
1089,,1714,1405,
1089,,1714,1406,
1089,,1714,1407,
1089,,1714,1503,
1089,,1714,1504,
1089,,1714,1505,
1089,,1714,1506,
1089,,1714,1507,
1089,,1714,1508,
1089,,1714,2028,
1089,,1714,2029,
1089,,1714,2030,
1089,,1714,2031,
1089,,1714,2032,
1089,,1715,1001,
1089,,1715,1002,
1089,,1715,1003,
1089,,1715,1004,
1089,,1715,1005,
1089,,1715,1113,
1089,,1715,1114,
1089,,1715,1115,
1089,,1715,1116,
1089,,1715,1117,
1089,,1715,1301,
1089,,1715,1302,
1089,,1715,1303,
1089,,1715,1304,
1089,,1715,1305,
1089,,1715,1403,
1089,,1715,1404,
1089,,1715,1405,
1089,,1715,1406,
1089,,1715,1503,
1089,,1715,1504,
1089,,1715,1505,
1089,,1715,1506,
1089,,1715,1507,
1089,,1715,2027,
1089,,1715,2028,
1089,,1715,2029,
1089,,1715,2030,
1089,,1715,2031,
1089,,1716,1001,
1089,,1716,1002,
1089,,1716,1003,
1089,,1716,1004,
1089,,1716,1005,
1089,,1716,1006,
1089,,1716,1007,
1089,,1716,1008,
1089,,1716,1009,
1089,,1716,1111,
1089,,1716,1112,
1089,,1716,1113,
1089,,1716,1114,
